f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,objectId,codigo_mun,EXCEL_ID,GlobalID
25580,Pulí,3.84615384615385,2.64550264550265,0,0,2.39043824701195,2.39043824701195,7.14285714285714,1.38888888888889,0,2.4390243902439,0.854700854700855,1.09090909090909,1.71102661596958,88,25580,84e2432e-6fe3-4a83-a56f-4a780c419c68,6d74c727-3855-4e3b-aa2a-2a27276371b0
25592,Quebradanegra,8.33333333333333,2.47678018575851,2.32558139534884,4.44444444444444,2.90102389078498,3.10650887573965,0,0,0,3.03030303030303,0,0.471698113207547,2.47747747747748,89,25592,8c42d29d-1351-4e14-abca-517b931f9e0b,f85ad9c2-d8dc-477b-a360-29b9eab3117b
25594,Quetame,1.44927536231884,1.27551020408163,0.476190476190476,0,1.04321907600596,0.952380952380952,4.65116279069767,1.29032258064516,0.813008130081301,0,1.35135135135135,1.01694915254237,0.981132075471698,90,25594,3ceae0ff-8ec7-4bf2-b383-d87b2a7e21c4,eb5102f9-2a31-4eea-92ea-7797d881552d
25596,Quipile,0,0.192307692307692,2.05128205128205,0,0.6265664160401,0.574052812858783,0,4.16666666666667,1.43884892086331,4.04040404040404,2.03045685279188,2.4340770791075,1.24633431085044,91,25596,7ef02790-2d55-4be8-99df-e4f3ff5e19e0,9ec2b3e6-b83e-45df-9298-2ea13e7643f9
25599,Apulo,3.84615384615385,2.96610169491525,6.81818181818182,0,3.6144578313253,3.6144578313253,3.2258064516129,0,0.99009900990099,0.632911392405063,0.764331210191083,0.742311770943796,1.49019607843137,92,25599,828eef19-ff86-4169-a262-d1f456971ac8,1129dd89-bc65-4459-b15a-640c027cef15
25612,Ricaurte,3.27868852459016,1.69491525423729,1.44927536231884,0,1.85950413223141,1.85950413223141,11.5384615384615,2.1875,4.87329434697856,7.86516853932584,4.07450523864959,4.725168756027,3.81328073635766,93,25612,9210cf7d-8acb-49d4-a419-61e768351ab4,1a0b4fa6-ec71-439c-bf96-565d9e717fe1
25645,San Antonio del Tequendama,1.02040816326531,0.963855421686747,0,2.83018867924528,0.598086124401914,0.849256900212314,1.03092783505155,0.453514739229025,0.631578947368421,0.518134715025907,0.592300098716683,0.580431177446103,0.698324022346369,94,25645,3d28fbf7-e961-4dbe-9a96-17f73abe19ee,ad2fd0ea-9780-421f-8af6-705867823e63
25649,San Bernardo,0.854700854700855,1.02389078498294,1.0752688172043,0,1.03092783505155,0.871313672922252,0,0.636942675159236,2.32558139534884,3.57142857142857,1.1090573012939,1.34003350083752,1.00526567735759,95,25649,f42a22fc-0b33-4094-8a95-1867b34cd9dd,d693a04c-c030-4741-a02f-9a9f8ec75fc3
25653,San Cayetano,0,1.92307692307692,2.54777070063694,1.75438596491228,1.9434628975265,1.92616372391653,0,0,3.43137254901961,0,2.20820189274448,1.84696569920844,1.89620758483034,96,25653,26d12e9f-fcf9-4193-9fa5-462440038fa2,b990f906-5240-427c-8df5-bcf91304affa
25658,San Francisco,2.75229357798165,3.55450236966825,0,0,3.38983050847458,3.38983050847458,3.8961038961039,4.0920716112532,2.32142857142857,2.7027027027027,3.11284046692607,3.05028854080791,3.15366972477064,97,25658,a5e53788-fd5f-487c-adc7-418c8d4c7c36,261637e3-e0a5-4717-80fe-12b722f506e3
25662,San Juan de Río Seco,0,1.32325141776938,3.49854227405248,4.62962962962963,1.99370409233998,2.26201696512724,3.77358490566038,1.46520146520147,1.03448275862069,1.88679245283019,1.46103896103896,1.52354570637119,1.96298373527762,98,25662,4f72e67b-1ab0-4bc3-8f8e-222d0bfeb575,996d350b-c78c-4336-bcbb-79746774518a
25718,Sasaima,1.6,1.60771704180064,1.63934426229508,0,1.61596958174905,1.54545454545455,6.32911392405063,1.83246073298429,1.02880658436214,0.512820512820513,1.79514255543823,1.57618213660245,1.56110615521855,99,25718,46bb8aaf-ba24-43dd-b02e-4ea73747a101,b2472e0b-9c2c-43b1-96eb-a59a37e5dd23
25736,Sesquilé,1.9047619047619,0.764818355640535,0.555555555555556,0,0.809716599190283,0.735294117647059,3.03030303030303,0.860215053763441,2.13333333333333,0,1.54525386313466,1.3170272812794,1.02278010227801,100,25736,38c7232b-4a55-4939-874a-7876e99b695f,43e63620-e6ff-4ba2-a9b2-797b9953ee1a
25740,Sibaté,1.66666666666667,0.308008213552361,0.924214417744917,3.42857142857143,0.611620795107034,0.883977900552486,1.98675496688742,1.51636073423783,1.52317880794702,1.2448132780083,1.56606851549755,1.52241330702002,1.30670151204032,101,25740,63a89eb6-6609-48b7-90b8-67f341af151c,b87e9bcd-4cf8-4bb0-80b9-a8f70177123e
25743,Silvania,1.65562913907285,2.88753799392097,8.53658536585366,1.34529147982063,4.35356200527704,4.08490188225871,1.42857142857143,1.73076923076923,2.45775729646697,1.29310344827586,2.09508460918614,1.96877121520706,3.29974811083123,102,25743,55e1ec74-75bc-48e7-ab03-31242cbd79c6,befd006b-1d81-4713-96c1-ede0c7800439
25745,Simijaca,4.54545454545455,1.04895104895105,0,0,1.51515151515152,1.51515151515152,5.75539568345324,2.26063829787234,4.23031727379554,4.67032967032967,3.50172215843858,3.7037037037037,3.4072249589491,103,25745,5c554f20-55bd-4d11-a0e1-3d68f4c64463,98672666-b79e-4b6b-8f12-c86087525882
25754,Soacha,0,0.626959247648903,2.32558139534884,0,1.2924071082391,1.11111111111111,4.06711654203903,3.1414639614393,4.84472049689441,3.24944556937615,3.93829173460429,3.85130527956361,3.82749130938586,104,25754,cd1fa77a-0301-4661-a9eb-c594861dff98,11eeea97-afb6-4980-80c0-0a2151c4894d
25758,Sopó,1.53846153846154,0.316957210776545,2.58780036968577,4.3956043956044,1.38248847926267,1.75202156334232,2.38095238095238,3.35892514395394,4.91803278688525,3.8265306122449,4.02946273830156,4,3.20267686424474,105,25758,8816956f-a70e-4bf0-8d45-c11ad0317465,48eceb22-bd0d-48e9-81f8-364b27a2eed0
25769,Subachoque,0,1.61616161616162,2.01005025125628,3.33333333333333,1.53256704980843,1.71821305841924,4.08163265306122,2.13219616204691,1.89959294436906,1.52905198776758,2.14723926380368,2.0232985898222,1.91693290734824,106,25769,205f206f-841e-4c31-b9ad-130d43a829e5,05b32468-597d-4f3e-a1de-3a61d529794d
25772,Suesca,2.98507462686567,0.87463556851312,3.4816247582205,4.6875,2.09424083769634,2.41988227599738,0,0.306278713629403,0.352733686067019,0.561797752808989,0.292397660818713,0.323415265200518,1.36585365853659,107,25772,2462c4ad-6c1c-4d05-93b6-e7f8e3056247,0e892856-5213-4659-b968-98582f79f3c1
25777,Supatá,0,1.02040816326531,3.6697247706422,6.52173913043478,1.57303370786517,2.03665987780041,0,0,0,0,0,0,0.954198473282443,108,25777,d3a3d0b1-ac98-4226-b3cd-06dfd890f740,3805614d-d5ab-4d45-8af1-a170ee24a1ff
25779,Susa,1.61290322580645,0.334448160535117,0,0,0.554016620498615,0.554016620498615,0,0.793650793650794,2.22841225626741,0.537634408602151,1.50829562594268,1.29564193168433,1.07438016528926,109,25779,abfeb137-abcc-42ac-b3e9-a0fd6e621144,d691738b-c784-4fda-abeb-7c2be5359af1
25781,Sutatausa,0,0.537634408602151,0,0,0.451467268623025,0.451467268623025,0,4.31034482758621,5.59210526315789,11.0169491525424,4.59965928449745,5.67375886524823,3.65853658536585,110,25781,d542d8d0-0fc5-4cdd-9420-abcbdd025e7a,c12af5ce-0739-4313-8043-97dd3c7acf8a
25785,Tabio,0,0.68259385665529,0.858369098712446,0,0.707338638373121,0.661157024793388,0,0.506756756756757,0.301204819277108,2.61437908496732,0.3690036900369,0.78266104756171,0.731452455590387,111,25785,7b61e914-a66a-40b5-891a-acb9a5ebe0c0,f206c915-83a3-4564-8d88-69fd234701b5
25793,Tausa,0,0.176056338028169,2.32558139534884,1.63934426229508,0.593119810201661,0.663716814159292,2.38095238095238,0.732600732600733,2.67260579064588,1.88679245283019,1.96335078534031,1.9501625135428,1.3136288998358,112,25793,02f85ad8-3a30-4ab1-b306-52a2226f4c87,24de2508-0859-42fb-9d02-7902a3758db0
25797,Tena,0,0.427350427350427,0,1.61290322580645,0.229885057471264,0.402414486921529,10,3.2258064516129,2.52100840336134,2.24719101123596,3.3096926713948,3.125,1.32802124833997,113,25797,1d439b47-6935-406a-a0bb-a6dc9e76c455,ffe1b050-a258-4f8d-9e43-a9fea1d0a29d
25799,Tenjo,2.68817204301075,2.2680412371134,3.40681362725451,2.23880597014925,2.65861027190332,2.62716601453326,2.67857142857143,0.229357798165138,1.89228529839884,0.823045267489712,1.37651821862348,1.28552097428958,2.02020202020202,114,25799,0571103e-4893-4312-9b11-0535b669913e,3598f7b5-5a75-49ca-892c-8f49490e8591
25805,Tibacuy,0,3.07692307692308,6.66666666666667,14.2857142857143,3.79310344827586,4.71698113207547,11.1111111111111,1.02040816326531,1.3840830449827,0,1.91938579654511,1.65016501650165,2.70562770562771,115,25805,44a17ef4-0eec-4c5f-a92b-cb1232ea48a6,4715c84d-6290-436f-95e6-b3babb556f49
25807,Tibirita,0,0,0,0,0,0,0,2.17391304347826,2.01005025125628,3.2258064516129,1.93548387096774,2.1505376344086,1.58102766798419,116,25807,327bb19b-72bc-460d-8b32-c2fab6492523,c4d74938-9ba1-4c9d-97d1-cc5d4a066e10
25815,Tocaima,1.44927536231884,3.42105263157895,2.68199233716475,0,2.95774647887324,2.8,4.1958041958042,3.52480417754569,5.18207282913165,2.36220472440945,4.31300061614295,4.04901438465637,3.69242481918538,117,25815,9a50bc06-d588-451c-8acf-3c3fdf9b5ab0,ef4076fd-7b44-452d-a8ea-5d33f7ff8668
