f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,objectId,codigo_mun,EXCEL_ID,GlobalID
25488,Nilo,1.66666666666667,1.21951219512195,2.4390243902439,3.2967032967033,1.77777777777778,1.95822454308094,1.92307692307692,1.14503816793893,0.696864111498258,0,0.998336106489185,0.875912408759124,1.44727773949001,78,25488,6728d469-5706-42a0-acc2-86c4552a7396,10b8001f-cf78-495f-8583-ce2dc4ce5143
25489,Nimaima,0,1.70454545454545,1.38888888888889,7.01754385964912,1.44092219020173,2.22772277227723,0,0,0,0,0,0,1.38674884437596,79,25489,453f83d3-f88d-4f31-8948-61c9f84b4daf,379d681e-e236-46ce-a9bf-50e65524c7ac
25491,Nocaima,4,2.8,4.16666666666667,0,3.2258064516129,2.9126213592233,5.26315789473684,0.775193798449612,1.34408602150538,2.14285714285714,1.48423005565863,1.620029455081,2.10815765352887,80,25491,99ce6e3d-976d-4cef-a1cc-b76f7b696e25,0b6a604c-455e-46d1-b42d-a2b24562fb3a
25506,Venecia,2,1.03806228373702,0,0,1.17994100294985,1.17994100294985,0,1.28205128205128,0.314465408805031,0.925925925925926,0.597609561752988,0.655737704918033,0.842992623814542,81,25506,37d8f707-05a3-45ca-9b33-46a89815019d,2554522b-8367-43b6-a6fb-9e000a4cd7f8
25513,Pacho,2.0979020979021,0.105596620908131,1.70575692963753,0,0.769724182168056,0.701754385964912,1.3215859030837,1.16459627329193,0.983836964160225,0.37593984962406,1.08917631041525,0.979827089337176,0.888030888030888,82,25513,7c8fbc85-be5e-4d1d-b641-73e11760aaa0,7fa9cea8-8f71-405d-a8e8-50cb5693836c
25518,Paime,4.76190476190476,1.05263157894737,0,0,1.03806228373702,0.96,0,0,0.421940928270042,1.61290322580645,0.306748466257669,0.515463917525773,0.789733464955577,83,25518,977b4924-ab99-48d4-aa54-7418fcc57e55,728b830b-f67a-4eef-b7fd-a1958d5c7aee
25524,Pandi,1.42857142857143,2.5,5.19480519480519,9.52380952380952,2.74223034734918,2.99295774647887,0,0,0,0,0,0,2.00235571260306,84,25524,026ab085-f9e6-4814-9c8e-2f516e9c7ac6,b7b025ac-d4af-4760-82ff-194852d43749
25530,Paratebueno,0,1.28824476650564,2.94117647058824,0,1.75097276264591,1.63636363636364,11.4942528735632,3.78947368421053,7.3943661971831,5.71428571428571,5.7919621749409,5.78602620087336,3.5218253968254,85,25530,6ebb0e05-9ccd-42cc-ac1c-37bf2ba0dae6,a102757c-83e9-4edd-8db0-2883dac2329e
25535,Pasca,7.2,1.94489465153971,5.17799352750809,4.95867768595041,3.52045670789724,3.66894197952218,0,1.23076923076923,1.18577075098814,1.29310344827586,1.09612141652614,1.12834978843441,2.27799227799228,86,25535,63a86a9a-1dc3-485d-9fb2-09bf6e820e9d,441fc5d1-2134-49dc-9a2f-12d89ba9fc23
25572,Puerto Salgar,3.8961038961039,5.91259640102828,2.67857142857143,0,5.01730103806228,4.94037478705281,1.72413793103448,3.67722165474974,5.41125541125541,4.85933503836317,4.21545667447307,4.31512272367379,4.43302280758111,87,25572,a1d65c95-2e2e-4710-87a6-dd23c8261dbd,b6adbfa3-2f37-4bc8-a8ae-4c982b5b6546
